url,name,address,phone,web,products,keyword
https://www.infobel.com/fr/france/asturienne/fontenay_sur_eure/FR106617426-0237180880/businessdetails.aspx,Asturienne,"10 Avenue du Val d'Eure, 28630 Fontenay-sur-Eure , Eure-et-Loir -  Centre -  France",02 37 18 08 80,http://www.asturienne.fr,,Matériaux de construction
https://www.infobel.com/fr/france/recynor/haubourdin/FR104770034-0320388810/businessdetails.aspx,Recynor," Rue des Lostes, 59320 Haubourdin , Nord -  Nord-Pas-de-Calais -  France",03 20 38 88 10,http://www.ramery.fr,,Matériaux de construction
https://www.infobel.com/fr/france/bricomarche/vitry_le_francois/FR100632582-0326412632/businessdetails.aspx,Bricomarché,"37 Faubourg Léon Bourgeois, 51300 Vitry-le-François , Marne -  Champagne-Ardenne -  France",03 26 41 26 32,http://www.bricomarche.com,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/saint_barthelemy_d_anjou/FR101584127-0241432036/businessdetails.aspx,Pum Plastiques SAS,"17 Rue de la Gibaudière, 49124 Saint-Barthélemy-d'Anjou , Maine-et-Loire -  Pays de la Loire -  France",02 41 43 20 36,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques/olemps/FR100117421-0565680914/businessdetails.aspx,Pum Plastiques," Zone Artisanale de Malan IV, 12510 Olemps , Aveyron -  Midi-Pyrénées -  France",05 65 68 09 14,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/brignais/FR103196273-0478056911/businessdetails.aspx,Pum Plastiques SAS," Chemin des Basses Vallières, 69530 Brignais , Rhône -  Rhône-Alpes -  France",04 78 05 69 11,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/ets_chaudiere_concession_ifor_williams/laudun_l_ardoise/FR101142196-0466504811/businessdetails.aspx,ETS CHAUDIERE concession Ifor Williams,"1125 Route de Bagnols, zone industrielle de l'ardoise nationale 580, sur ceze, 30290 Laudun-l'Ardoise ,   France",0466504811,http://www.franckchaudiere.com,vans remorque bétaillères pièces détachées; bennes porte-voiture plateaux porte-engin; ifor williams concessionnaire; vans d'occasions toutes marques,Matériaux de construction
https://www.infobel.com/fr/france/bernard_philibert/pierrelatte/FR102948646-0475041499/businessdetails.aspx,Bernard Philibert," Malalonnes, 26700 Pierrelatte , Drôme -  Rhône-Alpes -  France",04 75 04 14 99,http://www.bernardphilibert.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/villebarou/FR101971150-0254335501/businessdetails.aspx,Pum Plastiques SAS," Rue des Mardeaux, 41000 Villebarou , Loir-et-Cher -  Centre -  France",02 54 33 55 01,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/montgermont/FR102976802-0299547676/businessdetails.aspx,Pum Plastiques SAS,"30 Rue de Rennes, 35760 Montgermont , Ille-et-Vilaine -  Bretagne -  France",02 99 54 76 76,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques/la_sentinelle/FR102645620-0327212100/businessdetails.aspx,Pum Plastiques," Zac du Plat d Herin, 59174 La Sentinelle , Nord -  Nord-Pas-de-Calais -  France",03 27 21 21 00,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/asturienne/wattrelos/FR102153699-0320280250/businessdetails.aspx,Asturienne,"128 Rue du Mont à Leux, 59150 Wattrelos , Nord -  Nord-Pas-de-Calais -  France",03 20 28 02 50,http://www.asturienne.fr,,Matériaux de construction
https://www.infobel.com/fr/france/fabre_lebeau_menuiseries/saint_priest/FR100805119-0472473400/businessdetails.aspx,Fabre & Lebeau Menuiseries," Rue Champ Dolin, 69800 Saint-Priest , Rhône -  Rhône-Alpes -  France",04 72 47 34 00,http://www.dispano.fr,,Matériaux de construction
https://www.infobel.com/fr/france/asturienne/troyes/FR102557748-0325825367/businessdetails.aspx,Asturienne,"29 Rue Charles Dutreix, 10000 Troyes , Aube -  Champagne-Ardenne -  France",03 25 82 53 67,http://www.asturienne.fr,,Matériaux de construction
https://www.infobel.com/fr/france/sfic/pantin/FR104461039-0148543700/businessdetails.aspx,SFIC,"110 Avenue du Général Leclerc, 93500 Pantin , Seine-Saint-Denis -  Île-de-France -  France",01 48 54 37 00,http://www.e-sfic.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/saint_malo/FR103603287-0299219060/businessdetails.aspx,Pum Plastiques SAS," Rue des Rougeries, 35400 Saint-Malo , Ille-et-Vilaine -  Bretagne -  France",02 99 21 90 60,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/chennevieres_sur_marne/FR101236735-0156731989/businessdetails.aspx,Pum Plastiques SAS,"13 Rue Condorcet, 94430 Chennevières-sur-Marne , Val-de-Marne -  Île-de-France -  France",01 56 73 19 89,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/bois_buche_energie/equennes_eramecourt/FR105846929-0365890610/businessdetails.aspx,Bois Bûche Énergie,"80290 Equennes-Eramecourt ,   France",0365890610,http://www.bois-buche-energie.com,BOIS DE CHAUFFAGE; BUCHE; BOIS SEC; BOIS DUR; ENERGIE BOIS; LIVRAISON DE BOIS; PAILLAGE JARDIN; SCIURE FUMOIR; FRANCE BOIS BUCHE; SECHOIR A BOIS,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/limoges/FR100277152-0555350760/businessdetails.aspx,Pum Plastiques SAS,"38 Rue Claude-Henri Gorceix, 87280 Limoges , Haute-Vienne -  Limousin -  France",05 55 35 07 60,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/chateaubriant/FR101306721-0228040939/businessdetails.aspx,Pum Plastiques SAS,"29 Rue de la Gare, 44110 Châteaubriant , Loire-Atlantique -  Pays de la Loire -  France",02 28 04 09 39,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques/sens/FR103496287-0386831939/businessdetails.aspx,Pum Plastiques,"13 Rue des Longues Raies, 89100 Sens , Yonne -  Bourgogne -  France",03 86 83 19 39,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/toulouse/FR103209007-0561400738/businessdetails.aspx,Pum Plastiques SAS,"7 Rue Colomiès, 31100 Toulouse , Haute-Garonne -  Midi-Pyrénées -  France",05 61 40 07 38,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/longvic/FR101179607-0380316964/businessdetails.aspx,Pum Plastiques SAS,"6 Rue du Pâquier, 21600 Longvic , Côte-d'Or -  Bourgogne -  France",03 80 31 69 64,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/bernard_philibert/grillon/FR105845409-0490373129/businessdetails.aspx,Bernard Philibert," Route de Valréas, 84600 Grillon , Vaucluse -  Provence-Alpes-Côte d'Azur -  France",橝ꊵ瀤0 37 31 29,http://www.bernardphilibert.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques/saint_andre_lez_lille/FR104099704-0320800064/businessdetails.aspx,Pum Plastiques,"61 Rue Félix Faure, 59350 Saint-André-lez-Lille , Nord -  Nord-Pas-de-Calais -  France",03 20 80 00 64,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/kiloutou/saint_geours_de_maremne/FR106197148-0558550452/businessdetails.aspx,Kiloutou,"41 rue des Artisans, ZE des Barias, 40230 Saint-Geours-de-Maremne ,   France",0558550452,https://www.kiloutou.fr/agence/saint-geours/0198,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/yzeure/FR103020538-0470425900/businessdetails.aspx,Pum Plastiques SAS,"5 Rue de Millepertuis, 03400 Yzeure , Allier -  Auvergne -  France",04 70 42 59 00,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/weldom_pays_lionnais/grez_neuville/FR107232972-0241051741/businessdetails.aspx,Weldom Pays Lionnais,"Rue du Lionnais, ZAC de la GREE, 49220 Grez-Neuville ,   France",0241051741,https://www.weldom.fr/weldom/nos-magasins/549.html,bricolage; entretien; réparation; jardinage; décoration; plomberie; quincaillerie; outillage,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/saint_pierre_des_corps/FR103688415-0247219726/businessdetails.aspx,Pum Plastiques SAS,"184 Avenue Yves Farges, 37700 Saint-Pierre-des-Corps , Indre-et-Loire -  Centre -  France",02 47 21 97 26,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/sarl_adr/aubervilliers/FR103755276-0980567730/businessdetails.aspx,SARL ADR,"115 Avenue Jean Jaurès, 93300 Aubervilliers ,   France",0980567730,http://adr-batiment.com,batiment; sol; peinture; travaux; plomberie; plafonds; chantier; bouygues; GTM Batiment; Bouygues construction,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques/vendargues/FR106232949-0499742330/businessdetails.aspx,Pum Plastiques,"470 Route Nationale 113, 34740 Vendargues , Hérault -  Languedoc-Roussillon -  France",04 99 74 23 30,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/le_comptoir_seigneurie_gauthier/saint_gregoire/FR105837427-0299283800/businessdetails.aspx,Le Comptoir Seigneurie Gauthier,"6 Rue des Petits Champs, 35760 Saint-Grégoire ,   France",0299283800,http://www.seigneuriegauthier.com,peinture; papier peint; sol; matériel; fournitures; outillage,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/le_creusot/FR102291588-0385770150/businessdetails.aspx,Pum Plastiques SAS,"730 Allée Émiland Gauthey, 71200 Le Creusot , Saône-et-Loire -  Bourgogne -  France",03 85 77 01 50,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/asturienne/nantes/FR101020348-0240359570/businessdetails.aspx,Asturienne,"3 Rue de la Garde, 44300 Nantes , Loire-Atlantique -  Pays de la Loire -  France",02 40 35 95 70,http://www.asturienne.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/la_chapelle_saint_luc/FR102408662-0325499870/businessdetails.aspx,Pum Plastiques SAS,"50 Avenue Jean Jaurès, 10600 La Chapelle-Saint-Luc , Aube -  Champagne-Ardenne -  France",03 25 49 98 70,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/nikkal_productions_sarl/la_cayenne/FR106953490-0594391010/businessdetails.aspx,NIKKAL PRODUCTIONS SARL,"RUE GILLES BEHARY LAUL SIRDER, ZONE COLLERY N°1, 97300 CAYENNE ,   France",0594391010,http://www.nikkal.fr,NIKKAL; peinture équatoriale; peinture acrylique; qualité; peinture pas cher; peinture professionnelle; peinture; peinture couleur; latérite; decoration,Matériaux de construction
https://www.infobel.com/fr/france/asturienne/douai/FR104461511-0327985969/businessdetails.aspx,Asturienne,"1076 Rue Maurice Caullery, 59500 Douai , Nord -  Nord-Pas-de-Calais -  France",03 27 98 59 69,http://www.asturienne.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/cranves_sales/FR101925252-0450318090/businessdetails.aspx,Pum Plastiques SAS," Chemin de la Noue, 74380 Cranves-Sales , Haute-Savoie -  Rhône-Alpes -  France",04 50 31 80 90,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/pamiers/FR101917231-0561672082/businessdetails.aspx,Pum Plastiques SAS," Avenue de Gabrielat, 09100 Pamiers , Ariège -  Midi-Pyrénées -  France",05 61 67 20 82,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/comasud/la_roque_d_antheron/FR102935660-0442284482/businessdetails.aspx,Comasud," Route Départementale 561, 13640 La Roque-d'Anthéron , Bouches-du-Rhône -  Provence-Alpes-Côte d'Azur -  France",04 42 28 44 82,http://www.bernardphilibert.fr,,Matériaux de construction
https://www.infobel.com/fr/france/bernard_philibert/berre_l_etang/FR105950219-0442853512/businessdetails.aspx,Bernard Philibert," Zone Industrielle, 13130 Berre-l'Étang , Bouches-du-Rhône -  Provence-Alpes-Côte d'Azur -  France",04 42 85 35 12,http://www.bernardphilibert.fr,,Matériaux de construction
https://www.infobel.com/fr/france/baunaud/massieux/FR101050543-0478980006/businessdetails.aspx,Baunaud," Zone d Activités de Massieux, 01600 Massieux , Ain -  Rhône-Alpes -  France",04 78 98 00 06,http://www.plattard.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques/marseille/FR100605998-0491299000/businessdetails.aspx,Pum Plastiques,"15 Rue Gustave Eiffel, 13010 Marseille , Bouches-du-Rhône -  Provence-Alpes-Côte d'Azur -  France",04 91 29 90 00,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/maubeuge/FR101079720-0327630370/businessdetails.aspx,Pum Plastiques SAS," Avenue Joseph Cugnot, 59600 Maubeuge , Nord -  Nord-Pas-de-Calais -  France",03 27 63 03 70,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/kiloutou/paris/FR102446973-0156614545/businessdetails.aspx,Kiloutou,"73 rue de Patay, 75013 Paris , Paris -   France",0156614545,https://www.kiloutou.fr/agence/paris-13eme/0735,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/perpignan/FR102488020-0468512024/businessdetails.aspx,Pum Plastiques SAS,"542 Rue Aristide Bergès, 66000 Perpignan , Pyrénées-Orientales -  Languedoc-Roussillon -  France",04 68 51 20 24,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/fr/france/bretagne_materiaux/herbignac/FR100395384-0299906132/businessdetails.aspx,Bretagne Matériaux," La Clarté, 44410 Herbignac , Loire-Atlantique -  Pays de la Loire -  France",02 99 90 61 32,http://www.bretagne-materiaux.fr,,Matériaux de construction
https://www.infobel.com/fr/france/pum_plastiques_sas/saumur/FR101439867-0241405320/businessdetails.aspx,Pum Plastiques SAS," Impasse des Patureaux, 49400 Saumur , Maine-et-Loire -  Pays de la Loire -  France",02 41 40 53 20,http://www.pumplastiques.fr,,Matériaux de construction
https://www.infobel.com/Landing/Abuse,,,,,,Matériaux de construction
